location,Date,DDVEC,FHVEC,FG,FHX,FHXH,FHN,FHNH,FXX,FXXH,TG,TN,TNH,TX,TXH,T10N,T10NH,SQ,SP,Q,DR,RH,RHX,RHXH,PG,PX,PXH,PN,PNH,VVN,VVNH,VVX,VVXH,NG,UG,UX,UXH,UN,UNH,EV24
290,2007-08-26,286,24,31,60,13,0,22,100,15,167,100,23,235,12,66,24,78,55,1595,0,0,0,1,10257,10263,20,10249,4,13,7,81,14,,84,99,2,59,14,27
290,2007-08-27,292,14,17,30,11,0,1,70,14,139,63,3,194,14,36,6,49,35,1445,0,0,0,1,10231,10257,1,10210,18,11,5,82,15,,80,99,4,54,14,23
290,2007-08-28,349,15,17,30,9,0,1,70,15,131,78,5,180,14,46,6,108,78,1799,0,0,0,1,10209,10224,10,10195,24,59,1,82,9,,73,99,5,42,12,28
290,2007-08-29,358,15,16,40,9,0,6,70,12,117,56,23,184,13,22,24,71,51,1609,0,0,0,1,10192,10198,20,10187,16,57,22,82,9,,79,98,23,54,13,25
290,2007-08-30,251,34,36,60,12,10,1,120,15,141,61,1,185,11,48,6,33,24,833,4,13,13,18,10180,10190,1,10169,16,22,18,80,11,,87,99,1,65,11,13
290,2007-08-31,250,34,35,60,13,10,24,110,13,154,128,24,195,13,109,24,5,4,515,10,5,3,23,10167,10181,1,10156,12,11,24,75,13,,92,97,3,77,13,9
290,2007-09-01,271,16,23,40,15,10,19,70,14,158,121,21,208,15,91,24,30,22,1152,0,0,0,1,10181,10192,20,10167,1,8,3,80,14,,85,99,2,62,14,19
290,2007-09-02,232,39,41,60,13,20,1,110,13,164,122,2,214,15,106,6,18,13,787,15,42,36,24,10147,10182,1,10102,24,50,10,81,14,,83,96,24,62,14,13
290,2007-09-03,310,29,33,60,12,10,3,140,15,135,79,23,179,11,56,24,85,63,1607,51,160,80,2,10138,10189,23,10090,4,19,2,82,10,,83,97,1,61,11,26
290,2007-09-04,314,34,37,70,12,10,23,140,12,110,65,23,163,13,27,24,84,62,1641,10,17,9,11,10230,10274,24,10190,1,62,13,81,12,,80,95,2,57,12,25
290,2007-09-05,246,16,19,40,13,10,1,60,12,115,40,6,158,14,11,6,27,20,984,0,-1,-1,1,10283,10289,9,10273,24,7,24,81,9,,85,98,6,62,9,15
290,2007-09-06,330,30,33,50,10,10,1,100,13,161,125,1,208,13,125,6,56,42,1406,9,2,2,7,10273,10284,22,10264,4,1,4,82,15,,82,99,4,51,13,24
290,2007-09-07,327,27,30,50,14,10,20,80,12,153,106,22,206,14,71,24,40,30,1015,10,6,3,6,10275,10283,9,10267,24,30,5,78,13,,86,97,5,69,13,17
290,2007-09-08,293,33,35,60,11,30,1,100,11,154,119,1,188,14,108,6,9,7,589,12,10,5,19,10233,10260,1,10211,24,19,5,75,10,,91,97,6,78,10,10
290,2007-09-09,298,29,32,50,11,20,3,90,11,142,117,24,176,15,106,24,7,5,826,0,0,0,1,10203,10209,9,10181,24,16,21,80,13,,82,94,2,69,13,13
290,2007-09-10,279,42,51,80,15,30,1,160,13,135,117,2,177,13,111,6,34,26,907,23,74,55,10,10124,10171,1,10101,9,25,10,80,14,,87,95,9,62,15,14
290,2007-09-11,307,30,32,60,10,10,19,100,9,139,105,5,181,13,69,24,31,24,986,0,0,0,1,10206,10255,23,10144,1,58,23,75,10,,84,94,1,70,14,16
290,2007-09-12,272,13,15,30,11,0,4,60,11,126,57,5,180,16,28,6,24,19,818,0,0,0,1,10268,10277,22,10255,2,0,23,75,9,,89,99,6,76,10,13
290,2007-09-13,4,5,8,20,7,0,1,40,11,114,49,24,161,15,20,24,3,2,683,0,0,0,1,10255,10275,1,10214,24,2,3,80,12,,88,99,23,68,12,10
290,2007-09-14,245,24,27,60,13,0,2,110,17,120,26,5,202,13,6,6,60,47,1133,14,6,4,17,10182,10211,24,10161,13,50,7,75,10,,89,99,1,69,11,17
290,2007-09-15,273,15,19,40,9,0,19,70,11,112,52,22,175,16,20,6,114,89,1661,0,0,0,1,10239,10265,10,10209,24,50,23,80,17,,81,99,5,56,12,25
290,2007-09-16,207,43,45,70,15,20,1,130,16,159,97,1,212,14,72,6,89,70,1375,0,0,0,1,10139,10203,1,10087,24,70,1,82,16,,76,85,1,61,16,23
290,2007-09-17,223,25,30,50,7,10,14,100,12,140,117,23,179,11,113,24,0,0,336,85,47,22,12,10083,10088,15,10076,24,27,23,68,10,,93,97,18,85,10,5
290,2007-09-18,297,32,38,70,12,20,1,140,10,109,62,22,152,13,34,24,66,53,1215,39,21,8,6,10158,10224,23,10075,1,29,1,82,11,,82,98,1,55,12,18
290,2007-09-19,216,47,48,70,12,20,1,130,13,115,55,4,157,14,38,6,80,64,1457,0,0,0,1,10208,10221,1,10190,24,65,1,82,12,,76,93,1,51,13,22
290,2007-09-20,209,58,58,70,7,40,19,130,9,145,120,3,171,15,113,6,8,6,611,7,11,11,11,10188,10197,23,10175,4,65,11,75,8,,80,91,11,71,24,10
290,2007-09-21,203,43,43,60,12,20,24,110,14,154,120,24,201,15,98,24,31,25,833,0,0,0,1,10192,10208,10,10182,17,70,5,80,15,,77,85,6,65,15,14
290,2007-09-22,205,14,16,30,1,0,18,50,10,130,78,24,191,17,43,24,21,17,619,0,0,0,1,10217,10229,22,10191,1,1,19,70,1,,90,98,21,78,16,10
290,2007-09-23,186,12,16,40,13,0,20,80,15,153,65,6,230,13,43,6,84,69,1322,0,0,0,1,10205,10225,1,10171,24,1,4,80,16,,85,99,3,57,13,22
290,2007-09-24,194,47,48,90,11,20,1,170,14,152,107,24,212,12,98,24,56,46,958,29,24,11,15,10125,10165,1,10094,12,50,21,82,12,,87,97,22,61,11,16
290,2007-09-25,215,40,42,60,8,20,23,120,14,113,79,23,169,13,67,24,63,52,1021,4,9,9,15,10126,10140,22,10116,3,56,23,81,14,,87,96,23,64,14,15
290,2007-09-26,265,6,17,30,10,0,19,60,11,93,43,21,144,14,18,24,51,43,875,7,22,21,11,10135,10151,21,10124,13,3,6,75,12,,92,99,7,77,13,13
290,2007-09-27,24,53,54,80,14,10,1,140,14,114,49,2,157,12,18,6,22,18,797,14,17,15,24,10127,10149,7,10079,24,2,1,75,14,,87,99,1,72,14,12
290,2007-09-28,29,30,36,70,2,20,13,110,2,139,117,1,165,12,115,6,5,4,510,35,64,28,1,10062,10075,9,10049,3,47,3,70,16,,92,96,1,83,12,8
290,2007-09-29,264,43,46,60,19,30,1,90,13,121,111,21,128,1,109,24,0,0,173,197,181,19,17,10080,10141,24,10049,5,21,1,65,8,,96,97,1,95,15,3
290,2007-09-30,234,26,26,50,1,0,18,90,9,109,55,24,146,16,26,24,2,2,373,0,-1,-1,1,10216,10261,22,10146,1,1,18,70,9,,94,99,23,84,13,6
290,2007-10-01,51,22,22,40,24,10,1,60,12,103,49,2,135,13,21,6,0,0,404,44,14,6,19,10249,10267,8,10224,24,1,6,70,12,,95,99,2,84,13,6
290,2007-10-02,47,31,31,50,13,20,16,90,13,121,110,2,134,16,109,6,0,0,305,0,0,0,1,10219,10224,11,10212,24,43,1,66,20,,92,97,1,88,13,5
290,2007-10-03,87,19,21,40,8,10,20,70,8,141,108,3,169,13,103,6,9,8,368,33,141,67,15,10189,10212,1,10174,16,8,23,58,12,,95,98,22,86,12,6
290,2007-10-04,243,22,25,40,10,0,21,70,10,133,44,24,168,13,16,24,7,6,500,2,1,1,17,10205,10235,24,10179,2,1,21,62,18,,93,99,2,84,13,8
290,2007-10-05,39,9,13,30,16,10,1,50,16,105,39,6,176,14,12,6,28,25,751,0,0,0,1,10247,10256,22,10238,1,0,5,75,12,,92,99,2,71,14,11
290,2007-10-06,57,20,20,30,10,10,1,60,13,84,41,5,125,15,12,6,8,7,546,0,0,0,1,10251,10261,10,10243,24,0,5,57,13,,97,99,4,90,14,8
290,2007-10-07,138,2,8,20,13,0,17,50,13,90,35,2,175,15,3,6,99,88,1153,0,0,0,1,10224,10239,1,10211,16,0,4,66,16,,89,99,2,59,15,16
290,2007-10-08,356,8,9,20,10,0,1,30,9,94,21,7,133,14,11,6,27,24,584,0,0,0,1,10244,10266,24,10217,2,0,1,65,21,,95,99,2,89,11,8
290,2007-10-09,94,15,17,30,20,10,1,60,12,118,73,7,160,13,61,6,36,32,768,0,0,0,1,10244,10266,1,10212,24,34,6,80,11,,86,98,7,66,12,12
290,2007-10-10,57,18,20,30,1,10,8,50,3,109,47,24,164,14,16,24,68,61,965,0,0,0,1,10249,10285,24,10212,1,7,23,60,11,,89,98,24,71,14,14
290,2007-10-11,236,10,20,40,15,10,1,60,14,107,44,7,157,14,24,12,57,52,861,0,0,0,1,10264,10289,9,10230,24,9,6,57,10,,90,98,1,75,11,13
290,2007-10-12,290,25,34,60,12,0,24,100,10,130,84,23,179,13,63,24,34,31,670,7,2,1,4,10231,10262,23,10207,5,7,7,75,11,,88,98,5,70,14,11
290,2007-10-13,70,12,13,20,10,0,2,50,13,97,43,23,153,14,10,24,67,62,974,0,0,0,1,10274,10286,9,10265,2,1,3,75,12,,91,99,5,72,13,14
290,2007-10-14,139,19,20,30,11,10,1,60,12,104,52,4,175,13,20,18,96,89,1081,0,0,0,1,10231,10262,1,10191,24,16,4,81,11,,80,97,1,49,13,16
290,2007-10-15,200,30,32,50,10,20,1,100,19,130,58,2,182,14,27,6,85,79,961,0,0,0,1,10160,10189,1,10142,16,34,23,75,1,,79,89,23,71,13,15
290,2007-10-16,207,39,38,60,11,0,18,110,12,134,88,19,175,12,49,24,50,47,762,0,0,0,1,10162,10175,9,10143,24,31,3,70,14,,85,98,19,69,12,12
290,2007-10-17,235,32,41,70,15,30,6,140,15,117,77,18,153,9,61,18,18,17,277,35,62,37,15,10147,10200,24,10116,14,33,14,66,4,,90,98,18,80,9,4
290,2007-10-18,300,29,32,60,12,10,22,120,12,79,28,22,125,12,-1,24,54,51,737,14,13,7,5,10276,10320,22,10204,1,65,1,75,10,,87,96,6,74,11,10
290,2007-10-19,324,19,23,40,10,10,18,80,10,61,-13,23,110,12,-50,24,12,11,494,1,1,1,5,10330,10361,24,10315,4,21,24,75,10,,89,98,22,74,15,6
290,2007-10-20,11,5,6,20,11,0,1,50,12,37,-36,7,105,12,-68,6,86,83,950,0,0,0,1,10365,10383,9,10340,24,10,2,82,11,,86,98,1,55,12,12
290,2007-10-21,17,7,21,30,8,10,1,60,11,72,25,21,115,15,-4,24,9,9,203,19,9,5,12,10293,10336,1,10270,15,1,21,70,2,,92,97,1,83,4,3
290,2007-10-22,98,27,30,40,2,10,5,80,10,41,-9,6,94,13,-45,6,94,92,958,0,0,0,1,10292,10302,8,10283,15,35,6,82,12,,82,96,6,58,14,12
290,2007-10-23,63,31,33,50,11,20,1,100,10,43,-15,5,87,13,-41,6,82,80,856,0,0,0,1,10283,10291,8,10270,24,50,6,80,12,,81,94,5,66,13,11
290,2007-10-24,63,37,38,60,10,20,18,110,10,76,49,24,88,11,25,24,0,0,241,0,0,0,1,10269,10275,9,10262,5,63,24,75,9,,84,91,24,76,10,3
290,2007-10-25,63,23,24,40,12,0,2,70,11,72,19,2,91,12,-14,6,0,0,143,0,0,0,1,10255,10266,1,10246,16,13,2,67,12,,90,98,5,85,12,2
290,2007-10-26,86,16,19,30,4,0,21,70,5,78,69,23,92,14,68,24,0,0,192,0,0,0,1,10238,10255,22,10225,14,21,23,65,6,,87,96,24,79,14,3
290,2007-10-27,190,19,20,40,13,0,2,70,13,81,68,2,94,13,66,6,0,0,169,0,0,0,1,10273,10285,9,10255,1,14,7,50,15,,88,97,3,81,12,2
290,2007-10-28,189,50,50,70,13,30,1,110,13,98,82,24,127,14,80,24,20,20,405,20,8,6,24,10203,10254,1,10151,24,36,24,59,13,,80,93,24,71,14,6
290,2007-10-29,206,26,32,60,1,10,17,100,2,84,78,6,91,22,76,12,0,0,92,141,167,27,12,10119,10145,1,10107,22,1,21,56,15,,96,99,21,90,3,1
290,2007-10-30,279,18,22,40,11,10,5,90,12,65,-2,24,130,14,-33,24,74,76,750,0,0,0,1,10180,10256,24,10112,1,2,6,75,11,,91,99,1,73,12,10
290,2007-10-31,206,30,30,40,10,10,1,80,13,77,-10,1,117,13,-36,6,25,26,433,0,0,0,1,10284,10298,24,10260,1,2,1,75,11,,88,99,4,78,12,6
290,2007-11-01,222,33,35,50,11,20,18,80,11,114,95,3,131,14,93,6,0,0,231,0,0,0,1,10300,10312,23,10293,3,43,17,63,1,,91,95,24,87,10,4
290,2007-11-02,265,23,25,30,1,10,20,50,1,129,117,1,147,14,115,6,0,0,182,22,5,2,15,10308,10317,9,10297,24,9,5,57,16,,98,99,5,97,1,3
290,2007-11-03,279,25,28,40,12,10,18,90,16,116,83,24,136,14,66,18,0,0,170,24,8,5,6,10272,10292,1,10261,14,20,5,70,16,,94,99,1,84,16,3
290,2007-11-04,311,16,18,30,2,0,20,60,12,91,71,23,116,13,67,24,6,6,292,0,0,0,1,10280,10293,23,10261,3,65,2,80,14,,87,96,6,67,14,4
290,2007-11-05,221,30,33,60,20,0,2,100,17,87,60,5,103,19,56,6,0,0,212,33,58,30,22,10244,10291,1,10175,22,29,21,75,9,,87,97,4,73,11,3
290,2007-11-06,287,40,44,70,11,20,19,140,12,67,43,19,96,12,24,24,51,55,484,23,19,6,12,10237,10273,19,10190,1,59,24,75,13,,86,94,7,77,13,6
290,2007-11-07,262,54,59,80,10,30,23,140,15,92,66,1,122,15,63,6,0,0,134,43,29,7,8,10176,10240,1,10148,13,28,10,70,4,,89,96,10,82,4,2
290,2007-11-08,236,42,46,70,16,20,5,130,18,88,62,6,114,13,48,6,1,1,192,41,45,18,20,10108,10176,1,10032,21,48,13,67,24,,92,96,8,85,24,3
290,2007-11-09,283,57,59,80,10,40,7,170,10,50,23,6,74,13,16,6,31,34,358,31,27,5,6,10115,10167,21,10045,1,56,8,75,12,,84,92,6,78,16,5
290,2007-11-10,272,33,42,60,11,30,6,170,12,64,48,3,88,12,46,6,24,26,340,124,101,16,3,10115,10145,1,10067,24,33,23,75,13,,90,97,6,75,13,4
290,2007-11-11,288,49,56,100,6,30,16,200,6,65,17,20,104,6,-2,24,30,33,352,92,106,13,6,10071,10142,24,10004,6,35,1,73,12,,90,97,1,80,12,5
290,2007-11-12,284,43,47,70,10,20,1,140,12,56,12,2,91,14,5,6,38,42,368,25,24,18,1,10162,10175,19,10142,1,59,13,70,5,,83,96,2,66,14,5
290,2007-11-13,237,22,35,50,7,20,17,90,11,37,10,24,61,11,2,24,0,0,199,38,22,9,16,10092,10166,1,10030,20,10,20,70,1,,89,97,24,81,12,2
290,2007-11-14,360,30,31,50,2,10,19,110,2,16,-18,24,53,14,-48,24,52,59,456,0,0,0,1,10143,10217,24,10055,1,58,1,80,14,,87,96,5,67,14,5
290,2007-11-15,357,10,14,30,13,0,19,60,12,4,-55,6,46,14,-89,12,69,78,557,0,0,0,1,10260,10278,21,10222,1,2,7,75,11,,89,96,8,71,13,6
290,2007-11-16,227,23,24,40,11,10,1,60,11,36,7,1,61,14,-3,6,0,0,259,0,0,0,1,10275,10281,20,10267,14,6,24,75,10,,86,97,23,76,11,3
290,2007-11-17,206,22,23,30,4,10,15,50,8,29,-1,24,63,16,-36,24,0,0,150,0,0,0,1,10252,10274,1,10217,24,1,1,59,18,,95,99,7,89,17,2
290,2007-11-18,112,28,30,50,13,10,1,90,12,35,-5,1,77,12,-44,6,43,50,395,0,0,0,1,10142,10211,1,10076,24,43,7,60,12,,88,94,1,76,12,5
290,2007-11-19,117,27,28,40,1,10,19,80,1,36,15,20,53,14,-9,24,0,0,135,0,0,0,1,10098,10129,23,10066,3,56,24,64,13,,84,92,23,76,14,2
290,2007-11-20,113,33,34,50,15,20,1,90,15,72,37,1,100,14,31,6,12,14,267,0,0,0,1,10106,10127,8,10073,24,56,1,76,17,,77,93,1,63,13,4
290,2007-11-21,173,32,38,60,13,20,7,100,12,95,68,3,123,10,59,6,0,0,117,4,1,1,11,10062,10085,21,10042,6,60,24,80,9,,80,93,24,59,9,2
290,2007-11-22,184,31,33,50,12,20,1,90,12,87,56,4,125,13,41,6,67,79,435,0,0,0,1,10062,10081,1,10047,14,48,8,72,14,,89,97,5,75,13,6
290,2007-11-23,288,21,28,40,1,10,24,80,13,55,20,19,89,1,-5,24,0,0,127,10,3,2,10,10153,10239,24,10074,1,23,4,75,14,,90,97,4,78,14,2
290,2007-11-24,210,35,37,70,19,0,3,130,21,32,-28,6,72,13,-53,6,37,44,367,4,4,4,24,10216,10260,8,10135,24,2,3,75,13,,87,99,7,67,13,4
290,2007-11-25,271,47,51,80,13,30,24,150,13,56,25,24,87,12,15,24,12,14,245,51,45,10,11,10155,10200,24,10124,4,44,2,70,10,,88,95,1,77,12,3
290,2007-11-26,287,41,42,60,4,30,2,110,4,32,15,23,55,15,8,24,15,18,198,18,10,4,11,10236,10258,23,10205,1,62,11,75,14,,87,91,23,79,14,2
290,2007-11-27,258,20,23,40,14,10,16,60,1,37,12,8,76,13,-3,24,31,38,330,0,0,0,1,10272,10281,10,10259,1,30,24,75,12,,88,95,24,75,13,4
290,2007-11-28,191,44,44,60,13,20,1,100,14,49,16,1,71,13,7,6,8,10,183,0,0,0,1,10194,10257,1,10116,24,3,1,70,24,,86,98,5,76,24,2
290,2007-11-29,211,55,56,70,13,40,22,120,14,51,33,6,68,20,31,6,0,0,59,45,19,6,15,10064,10105,1,10042,15,21,10,72,2,,91,97,10,74,1,1
290,2007-11-30,215,52,53,70,22,30,3,130,22,63,30,4,87,21,20,6,0,0,86,56,30,14,24,10061,10082,7,10016,24,23,15,63,1,,94,97,17,89,11,1
290,2007-12-01,217,74,77,90,7,50,16,170,21,86,71,24,99,13,64,18,49,61,355,50,45,13,1,10013,10039,16,9975,6,58,1,80,15,,81,95,1,68,14,5
290,2007-12-02,216,77,80,100,16,60,3,200,17,85,64,3,108,19,57,6,0,0,72,71,129,29,16,9915,10011,2,9808,23,56,13,75,1,,86,94,13,75,21,1
290,2007-12-03,260,62,64,90,12,40,19,190,13,63,37,24,88,13,31,24,30,37,263,60,66,30,2,9932,10018,24,9811,1,42,2,75,14,,85,95,4,72,13,3
290,2007-12-04,226,42,45,60,20,30,4,110,21,60,24,4,88,24,16,6,10,13,219,4,1,1,22,10127,10163,17,10030,1,28,24,70,12,,91,96,23,84,12,3
290,2007-12-05,213,69,70,90,14,50,4,170,14,110,87,23,129,13,81,24,0,0,142,28,16,7,22,10105,10145,1,10072,20,41,1,75,11,8,87,96,1,75,12,2
290,2007-12-06,213,61,63,80,24,50,4,130,19,99,83,5,126,24,75,6,2,3,79,95,107,27,13,10065,10124,8,9939,24,30,16,63,1,8,92,97,21,85,7,1
290,2007-12-07,247,74,78,110,7,60,13,200,7,91,55,24,134,5,52,24,8,10,133,105,208,35,12,9936,10022,24,9876,6,27,3,73,8,8,87,96,2,80,8,2
290,2007-12-08,205,48,59,80,21,40,6,150,21,55,27,22,68,11,22,24,2,3,175,117,129,30,22,10004,10066,9,9862,24,56,22,75,17,8,88,95,23,77,17,2
290,2007-12-09,193,38,45,70,1,30,17,120,1,74,55,1,86,14,52,6,25,32,216,50,26,8,4,9871,9884,10,9849,3,56,3,75,15,7,87,95,1,78,19,3
290,2007-12-10,358,22,32,40,1,20,5,80,16,58,46,17,65,1,33,18,2,3,128,35,11,3,23,10005,10141,24,9876,1,26,23,65,1,8,94,97,24,91,1,2
290,2007-12-11,327,32,32,50,4,10,20,90,4,38,-27,22,71,14,-47,24,35,45,265,10,4,2,2,10240,10320,24,10152,1,1,22,70,4,5,90,99,21,81,13,3
290,2007-12-12,6,9,12,20,14,10,1,30,14,26,-26,24,51,14,-57,24,0,0,84,0,0,0,1,10376,10414,24,10326,1,1,4,50,1,7,98,99,7,95,21,1
290,2007-12-13,40,12,13,20,11,10,1,50,12,0,-47,24,44,14,-68,6,44,57,272,0,0,0,1,10423,10429,18,10416,1,1,3,57,14,5,96,99,18,85,14,3
290,2007-12-14,50,12,14,20,9,0,1,40,12,5,-38,1,34,13,-51,18,22,28,182,0,0,0,1,10403,10421,1,10390,22,22,8,67,14,7,91,99,1,74,14,2
290,2007-12-15,69,27,28,50,14,20,1,90,14,10,-30,24,39,12,-57,24,21,27,226,0,0,0,1,10388,10397,23,10379,16,57,9,80,14,5,80,87,1,67,14,2
290,2007-12-16,66,30,30,50,20,10,6,100,20,-18,-53,7,9,13,-81,12,65,84,451,0,0,0,1,10402,10410,10,10395,1,56,4,66,14,2,83,89,5,76,13,4
290,2007-12-17,71,37,38,50,4,20,23,100,4,-4,-25,2,13,14,-44,24,17,22,141,0,0,0,1,10389,10402,4,10374,16,57,23,67,6,4,82,87,1,76,14,1
290,2007-12-18,61,28,28,40,11,20,1,80,8,-14,-29,23,8,13,-45,6,52,67,293,0,0,0,1,10390,10399,23,10384,4,18,24,56,1,4,87,92,24,83,11,3
290,2007-12-19,53,26,27,40,5,20,8,70,2,-33,-38,20,-25,14,-36,6,0,0,127,0,0,0,1,10410,10420,11,10398,1,7,24,18,2,8,96,98,24,92,1,1
290,2007-12-20,71,19,20,30,2,10,20,50,7,-38,-45,24,-32,15,-43,24,0,0,72,0,0,0,1,10372,10404,1,10334,24,3,3,23,12,8,98,100,2,97,7,1
290,2007-12-21,84,8,9,20,2,0,19,30,1,-52,-85,24,-32,13,-114,24,6,8,189,0,-1,-1,1,10300,10327,1,10278,24,1,19,33,24,6,98,98,1,97,9,2
290,2007-12-22,186,13,14,40,23,0,1,60,23,-37,-96,2,18,14,-122,6,64,83,429,0,0,0,1,10264,10277,1,10256,21,33,1,57,23,0,95,98,2,81,24,4
290,2007-12-23,212,21,22,30,1,10,20,50,1,16,-19,1,34,15,-38,6,0,0,112,4,4,4,6,10278,10290,21,10257,4,1,15,58,3,8,95,99,12,80,2,1
290,2007-12-24,182,32,32,50,20,10,1,80,16,19,4,10,35,13,1,6,33,43,237,0,0,0,1,10270,10288,1,10245,24,5,9,58,19,7,93,99,1,86,20,3
290,2007-12-25,184,49,50,70,19,40,1,110,12,34,15,4,55,12,7,6,15,19,199,0,0,0,1,10190,10238,1,10157,19,59,1,75,12,6,77,87,4,70,20,2
290,2007-12-26,205,40,40,50,1,30,15,100,1,30,20,3,39,22,18,6,0,0,74,22,7,3,3,10250,10305,23,10174,1,8,7,59,1,8,95,99,7,84,1,1
290,2007-12-27,199,60,61,70,9,50,1,130,16,43,23,7,63,23,22,6,2,3,144,0,-1,-1,14,10292,10309,1,10278,24,48,5,70,13,8,89,92,1,84,13,2
290,2007-12-28,203,64,65,80,19,50,7,130,10,67,45,24,85,14,35,24,35,45,257,0,0,0,1,10233,10276,1,10166,24,56,1,75,13,4,86,91,1,79,13,3
290,2007-12-29,204,68,68,90,3,50,15,150,3,53,26,5,84,14,24,6,22,28,200,9,6,5,6,10127,10156,1,10113,7,56,5,75,13,6,87,91,6,78,14,3
290,2007-12-30,261,27,38,60,3,10,24,120,13,49,-18,24,71,12,-51,24,0,0,113,21,11,5,7,10205,10270,24,10130,1,3,24,70,1,7,90,99,9,81,14,1
290,2007-12-31,198,5,9,10,1,0,15,40,13,-11,-46,8,43,12,-79,6,5,6,159,0,0,0,1,10286,10294,10,10273,1,0,17,57,12,6,98,99,2,92,13,2
290,2008-01-01,91,14,15,30,17,10,1,50,17,-12,-47,21,5,14,-80,24,0,0,126,0,0,0,1,10269,10284,2,10261,15,0,1,56,24,7,99,100,23,93,24,1
290,2008-01-02,80,33,34,50,19,20,6,110,22,-15,-66,9,9,14,-86,12,61,78,471,0,0,0,1,10219,10259,1,10153,24,38,11,67,23,2,88,95,9,74,23,5
290,2008-01-03,95,52,52,60,7,40,1,120,9,1,-8,9,7,14,-15,12,19,24,230,7,1,1,22,10101,10144,1,10082,14,58,21,66,1,7,75,84,22,71,14,2
290,2008-01-04,120,38,39,50,1,20,16,90,1,20,4,2,48,24,-2,6,3,4,174,3,1,1,21,10097,10113,9,10050,24,60,20,65,23,8,74,81,21,71,13,2
290,2008-01-05,186,51,53,70,7,40,1,130,6,60,44,21,77,15,35,24,0,0,101,75,74,22,5,10020,10042,1,10006,8,57,5,70,12,8,88,91,10,76,2,1
290,2008-01-06,216,28,32,50,12,0,3,90,12,41,20,23,64,14,8,24,14,18,217,36,27,15,1,10096,10141,20,10024,1,5,3,67,24,5,92,99,3,84,15,3
290,2008-01-07,226,58,65,100,14,30,1,180,13,62,27,1,83,12,19,6,13,16,158,40,58,24,19,10077,10139,24,10033,7,45,4,70,2,8,83,94,5,69,15,2
290,2008-01-08,206,49,52,70,1,40,17,120,1,57,33,7,73,17,24,12,18,23,200,1,1,1,1,10166,10185,10,10125,24,59,11,72,2,6,86,89,9,80,2,3
290,2008-01-09,202,57,58,70,3,50,10,120,4,60,41,21,70,14,30,24,2,3,108,15,11,9,8,10111,10139,22,10089,5,65,10,75,2,6,84,91,10,76,3,1
290,2008-01-10,196,73,73,90,11,60,1,150,12,74,42,4,109,24,33,6,33,41,262,0,-1,-1,18,10091,10137,1,10046,24,70,1,75,11,5,81,86,2,73,13,4
290,2008-01-11,186,52,53,80,1,30,20,120,1,103,91,4,119,15,85,12,2,2,134,62,34,14,21,10000,10041,2,9955,24,60,4,75,1,8,82,89,21,74,14,2
290,2008-01-12,218,50,56,80,6,30,23,140,7,59,25,20,99,1,14,24,2,2,102,17,14,6,15,10045,10147,24,9950,4,59,10,75,3,7,84,89,12,76,4,1
290,2008-01-13,176,41,43,60,8,20,17,120,13,50,16,24,82,14,3,24,16,20,226,0,-1,-1,9,10134,10150,2,10082,24,70,1,75,10,4,77,87,1,70,15,3
290,2008-01-14,185,54,56,80,12,20,2,140,23,60,1,3,86,20,-20,6,33,40,273,2,1,1,22,10044,10071,1,10033,22,65,3,80,8,6,79,87,4,69,8,4
290,2008-01-15,186,82,83,100,17,60,3,180,10,84,74,22,98,11,68,6,0,0,135,65,56,20,16,9949,10029,1,9863,24,60,16,75,8,8,82,88,16,72,12,2
290,2008-01-16,204,56,57,100,2,30,19,180,2,74,52,21,97,2,38,24,26,32,280,0,-1,-1,1,9951,10046,24,9858,1,63,24,75,1,6,82,89,24,76,1,4
290,2008-01-17,196,48,51,80,20,20,1,140,20,63,21,3,89,23,-12,6,2,2,156,34,48,13,22,10044,10086,10,9983,22,8,6,75,14,8,90,99,5,76,16,2
290,2008-01-18,223,62,64,90,22,40,4,150,22,87,67,3,118,24,63,6,12,14,164,101,109,31,3,10091,10126,11,10017,1,34,16,65,23,7,90,97,18,83,13,2
290,2008-01-19,246,50,53,100,2,20,22,170,1,104,92,17,124,2,89,18,0,0,71,166,157,31,8,10164,10208,21,10105,1,23,24,64,1,8,97,100,12,91,1,1
290,2008-01-20,240,69,69,80,5,30,1,150,5,112,94,1,119,17,92,6,0,0,35,197,144,16,1,10170,10191,1,10161,24,25,1,64,16,8,95,99,1,90,19,1
290,2008-01-21,233,73,74,100,15,50,2,170,15,96,80,18,107,11,77,18,0,0,47,159,144,22,18,10083,10155,1,9997,22,22,8,72,15,8,92,100,3,80,15,1
290,2008-01-22,311,25,34,70,1,10,19,130,2,33,-2,20,89,1,-36,24,61,72,448,10,22,21,1,10201,10301,24,10017,1,60,20,80,13,4,86,97,22,65,14,5
290,2008-01-23,206,55,56,70,9,30,1,120,9,52,1,1,84,24,-17,6,2,2,99,12,3,2,12,10265,10303,1,10241,23,40,10,69,4,7,88,96,13,83,8,1
290,2008-01-24,230,47,53,70,1,30,23,120,2,74,30,24,94,12,17,24,0,0,54,47,46,20,16,10257,10336,24,10228,13,50,10,75,19,6,86,95,15,74,19,1
290,2008-01-25,227,61,62,80,12,30,1,140,13,56,21,8,82,15,12,6,29,33,312,0,0,0,1,10333,10350,4,10319,17,66,24,71,12,5,82,86,24,78,12,4
